CPH,ProducerID,TradingName,Date
06/367/0010/,1429,A B MILLINGTON & SON,2017-04-28
07/005/0051/,1571,C THOMAS & SON,2017-04-28
06/336/0010/,1304,"J, R A & P R STORER",2017-04-28
48/142/0031/,17352,CAMPHILL VILLAGE TRUST,2017-04-28
45/117/0010/,16612,M J Trowbridge & Son,2017-04-28
48/077/0001/,17267,T/A: TC Alderson & Son,2017-04-28
37/132/0020/,15010,PADDOCKS FARM LIMITED,2017-04-28
37/041/0025/,14660,E P & B TURNOCK,2017-04-28
45/004/0010/,16377,D Mortimer & Sons,2017-04-28
21/373/0106/,10390,T/A: R J GORST,2017-05-02
36/280/0151/,13947,"D J, M J & P W House",2017-05-02
35/203/0013/,12974,Henry Yates,2017-05-02
35/050/0005/,12390,Culloden House Farm Ltd,2017-05-02
06/237/0022/,932,MR R C HOLLINSHEAD,2017-05-02
08/011/0023/,2703,MESSRS R AND M COTTAM,2017-05-02
21/402/0032/,30874,T/A: Coppice Farm LLP,2017-05-02
55/455/0059/,21207,J T EVANS,2017-05-02
55/458/0011/,21215,G B & R R PHILLIPS & SON,2017-05-02
55/443/0019/,21138,G S Davies & G M Davies & Sons,2017-05-02
55/569/0006/,21672,R & S Rabaiotti,2017-05-02
55/529/0039/,21581,M L & J A McNamara,2017-05-02
35/218/0121/,28875,D M Dale & Co,2017-05-02
56/241/0025/,22227,WL Jones & Son,2017-05-03
56/206/0096/,22073,H W OULTRAM & CO,2017-05-03
55/476/0017/,21322,N G JENKINS & SON,2017-05-03
55/476/0020/,21323,A N & S E Evans,2017-05-03
55/461/0027/,21241,"T/A: M W, K J & D J Evans",2017-05-03
52/143/0012/,30128,T/A: P A & H S Davies,2017-05-03
22/225/0069/,29438,J M & C E SHARDLOW,2017-05-03
60/121/0230/,29487,G R & R E Morgan,2017-05-03
22/213/0022/,29503,R B BETTERIDGE,2017-05-03
55/443/0010/,29072,"M D, A L & D J Price",2017-05-03
15/271/0265/,29240,RIDGE FARM ENTERPRISES LTD,2017-05-03
41/110/0206/,30867,T/A: Mays Farm Ringmer,2017-05-03
06/286/0024/,30305,"T/A: Michael, Carol, Dorothy & George Cope",2017-05-03
15/278/0298/,30662,T/A: Emma?s Happy Cows,2017-05-03
08/345/0016/,3903,H WRIGHT & SONS,2017-05-03
06/286/0024/,1137,G B COPE,2017-05-03
08/382/0013/,4057,J G & B J ESCOLME,2017-05-03
10/111/0019/,5562,MR C E VEYSEY,2017-05-03
10/107/0043/,5544,Gibbins Agriculture,2017-05-03
15/180/0073/,8738,R P Hunt,2017-05-03
15/117/0047/,8694,R B DUNFORD & SONS,2017-05-03
11/195/0004/,7647,A J HORSINGTON & SON,2017-05-03
10/301/0006/,6486,L T FOALE & SON,2017-05-03
10/465/0096/,7046,P & R HERNIMAN,2017-05-03
35/156/0028/,12759,D J Willis & Partners,2017-05-03
36/451/0038/,14333,Nowell & Norman,2017-05-03
45/010/0041/,16386,Stowford Manor Farm,2017-05-03
49/316/0040/,18447,T/A: Delph House Farm,2017-05-03
52/141/0124/,19056,Neuaddlwyd Farms,2017-05-03
52/161/0076/,19122,M & J & E HUGHES,2017-05-03
52/163/0030/,19135,W R & D A Evans,2017-05-03
48/594/0018/,17953,A & S L THROUP & SON,2017-05-04
48/827/0038/,18286,M/S H & R LEE,2017-05-04
36/271/0059/,13913,A E VILE AND SON,2017-05-04
28/080/0003/,11265,K L HUMPHREYS & SON,2017-05-04
28/346/0035/,11323,E T LARWOOD & SONS,2017-05-04
28/346/0035/,11323,E T LARWOOD & SONS,2017-05-04
10/412/0002/,6939,BICTON COLLEGE,2017-05-04
10/397/0033/,6848,C J Parish & Son,2017-05-04
10/019/0075/,5226,A C WITHECOMBE & SON,2017-05-04
07/118/0035/,2080,O PETHERICK & SON,2017-05-04
07/081/0021/,1912,D H & D F Shute,2017-05-04
06/144/0003/,625,DENIS & MARGERY LOUISE MOSELEY & SON,2017-05-04
07/070/0099/,30344,T/A: N & P Martin,2017-05-04
49/431/0008/,29452,S BREARE,2017-05-04
10/020/0045/,30022,PF & PA Bromell,2017-05-04
42/458/0037/,30068,T/A: Top Paddock Farming Partnership,2017-05-04
10/050/0083/,29942,Trude Farm,2017-05-04
55/008/0026/,30232,T/A: DH Rees,2017-05-05
55/439/0103/,21102,I A DAVIES & SONS,2017-05-05
21/113/0009/,28798,C M & J STOTT & SON,2017-05-05
06/199/0013/,790,T/A: Street Farm Dairy,2017-05-05
08/066/0048/,3084,MESSRS STODDART,2017-05-05
08/011/0009/,2699,F J LISTER & SON,2017-05-05
09/242/0033/,4970,SEWELL FARMERS,2017-05-05
09/241/0027/,4966,G L BROWN,2017-05-05
32/119/0006/,11709,DAWSON BROS,2017-05-05
21/001/0010/,9584,WA & M ECCLES & SON,2017-05-05
21/007/0152/,9646,J & M SINGLETON & SONS,2017-05-05
21/007/0075/,9629,MRS KIRKHAM CHEESE LTD,2017-05-05
48/316/0126/,18457,N Shaw & Sons,2017-05-05
48/142/0031/,17352,CAMPHILL VILLAGE TRUST,2017-05-05
55/009/0027/,19661,E & Mrs G Davies,2017-05-05
41/073/0106/,15777,HOLLYPARK ORGANICS,2017-05-05
41/015/0158/,15721,DOUGLAS PARTNERS,2017-05-05
45/004/0010/,16377,D Mortimer & Sons,2017-05-07
37/030/0003/00,14555,T/A: Park House Dairy Limited,2017-05-08
52/161/0019/,19116,N C Bowdler & Sons Ltd,2017-05-08
35/082/0057/,12476,J A & H E Lutner,2017-05-08
10/301/0006/,6486,L T FOALE & SON,2017-05-08
08/346/0037/,3909,M/S J & H BLAND & SON LTD,2017-05-08
08/359/0016/,3954,MR R T ROBINSON,2017-05-08
08/339/0056/,3888,J W & T E SHARP,2017-05-08
55/546/0018/,21623,S & J Davies,2017-05-08
55/558/0030/,21647,J R F James & Sons,2017-05-08
35/281/0030/,30822,V Evans and Partners,2017-05-08
55/569/0006/,21672,R & S Rabaiotti,2017-05-09
55/083/0081/,20440,M A & M R Williams,2017-05-09
10/020/0045/,30022,PF & PA Bromell,2017-05-09
37/188/0118/,29484,M D A FENTON,2017-05-09
08/340/0011/,3893,MESSRS R PACKHAM & SONS,2017-05-09
08/373/0005/,4022,A & C CARTER,2017-05-09
08/346/0037/,3909,M/S J & H BLAND & SON LTD,2017-05-09
06/204/0016/,808,MESSRS W HODGSON & SONS,2017-05-09
06/183/0014/,744,A & C DRINKALL,2017-05-09
06/453/0209/,1525,R J & J BLOCKLEY,2017-05-09
06/407/0002/,1494,D A & E M DRINKALL & SON,2017-05-09
10/320/0056/,6570,MESSRS D A SMOLDON,2017-05-09
14/302/0019/,8506,M J & J C VAUGHAN,2017-05-09
10/019/0075/,5226,A C WITHECOMBE & SON,2017-05-09
36/264/0015/,13899,M/S P E J & L A COTTEY,2017-05-09
36/151/0017/,13630,C J W & S R J DOWN,2017-05-09
55/076/0017/,20342,P G & Mrs E Thomas & Son,2017-05-09
55/083/0060/,20436,"A E, T E, P D, & M A Thomas",2017-05-09
55/083/0205/,20459,D E DAVIES & A DAVIES & D D DAVIES,2017-05-09
37/201/0039/,15243,A D & P J MOSELEY,2017-05-09
36/014/0045/,13274,J D & Y M PINEO,2017-05-10
35/152/0095/,12730,J W & J Holland,2017-05-10
34/692/0012/,12227,M/S ALVIS BROS. LTD,2017-05-10
34/693/0007/,12228,M/S N L REEVES & SONS,2017-05-10
34/607/0021/,12123,D A & D J BLOYCE & SONS,2017-05-10
21/401/0030/,10411,MESSRS J M AND M H FRANCE AND SON,2017-05-10
21/401/0010/,10411,MESSRS J M AND M H FRANCE AND SON,2017-05-10
21/415/0640/,10522,JP & V & JM & DJ TOWNLEY,2017-05-10
21/403/0067/,10454,A W & A M PARK & SONS,2017-05-10
21/403/0110/,10456,K & D E WOODHOUSE,2017-05-10
10/107/0043/,5544,Gibbins Agriculture,2017-05-10
10/079/0004/,5453,M GILLBARD,2017-05-10
10/111/0019/,5562,MR C E VEYSEY,2017-05-10
10/207/0055/,6134,S J & M D LOUD,2017-05-10
10/201/0011/,6091,D F &  S A MAYNARD,2017-05-10
06/212/0016/,838,J H NODEN & SON,2017-05-10
06/215/0034/,850,R D & D & S A WILSON,2017-05-10
08/159/0051/,3520,FELLVIEW FARMS LTD,2017-05-10
08/129/0021/,3365,E & D E HORN,2017-05-10
08/152/0020/,3457,M/S A BULMAN & SON,2017-05-10
60/121/0230/,29487,G R & R E Morgan,2017-05-10
10/006/0260/,29492,T/A: DL & CRJ Diepenbroek,2017-05-10
07/019/0047/,30041,Bond Elm Farming Partnership,2017-05-10
07/092/0139/,29704,S T & A L Ward Ltd,2017-05-10
55/460/0032/,21227,P L & M C Richards & Son,2017-05-10
55/441/0007/,21123,W L RAYMOND & LAWRENCE,2017-05-10
55/441/0024/,21125,Davies & Williams,2017-05-10
55/531/0007/,21590,J L ADAMS & SON,2017-05-10
45/324/0165/,30869,T/A: Groves Farming Partnership,2017-05-10
10/221/0265/,30311,T/A: Thorndon Farm,2017-05-10
10/253/0485/,30646,T/A: DR & VA Lawrence,2017-05-10
10/155/0282/,30592,T/A : The Farm at Wonders Corner,2017-05-11
36/231/0012/,30472,T/A: A.B. & F.E. Wood,2017-05-11
11/162/0131/,30870,T/A: Martyn Eastham and Claire Chippindale,2017-05-11
55/568/0007/,21670,M V & S A Evans,2017-05-11
55/439/0119/,21105,Mr W J C & Mrs I J Lewis & Son,2017-05-11
55/445/0004/,21147,D T & S J WILLIAMS,2017-05-11
60/120/0239/,30096,H G Robinson & Sons Ltd,2017-05-11
10/156/0006/,5794,RM & MW Squire,2017-05-11
13/083/0050/,8109,R STRATHERN,2017-05-11
17/173/0018/,9090,Y S & M A Conod,2017-05-11
18/068/0015/,9442,Jennifer M Daw & Barry A Daw,2017-05-11
10/314/0055/,6544,NATUREMADE,2017-05-11
22/221/0010/,10948,G H T EARP & SON,2017-05-11
28/208/0009/,11306,D C LAWRENCE,2017-05-11
28/174/0006/,11296,L G BRIGHAM & SONS,2017-05-11
52/122/0028/,19006,P C M & N M PUGH,2017-05-11
48/714/0012/,18054,M/S DJ & DC COATES,2017-05-12
48/720/0009/,18088,N W & M VASEY & SON LTD,2017-05-12
37/132/0005/,15009,C SLATER & MRS B SLATER,2017-05-12
37/121/0060/,14961,JOHNSON & SON,2017-05-12
21/209/0054/,10223,A A & E CRITCHLEY & SON,2017-05-12
21/002/0004/,9591,CARRAN LODGE LIMITED,2017-05-12
21/044/0003/,9761,J MARROW,2017-05-12
21/106/0218/,9731,F & S FAUD & SON,2017-05-12
08/208/0054/,3709,M/S M A & N BATTY,2017-05-12
08/068/0080/,3109,MESSRS R PIGG & SON,2017-05-12
08/065/0140/,3074,MR J W GRAHAM,2017-05-12
15/205/0092/,29165,S F MARSDEN,2017-05-12
07/205/0358/,23431,Allet Dairy Goats,2017-05-12
37/125/0179/,30866,T/A: Moonriver Swiss,2017-05-12
37/201/0076/,30525,T/A: M & L Dairying Limited,2017-05-12
07/095/7104/,30757,T/A: CJ & VJ Tucker,2017-05-12
08/033/0020/,28821,NEREWATER FARM,2017-05-14
55/439/0019/,21105,Mr W J C & Mrs I J Lewis & Son,2017-05-15
55/544/0026/,21621,P T Davies & Sons,2017-05-15
55/558/0047/,21649,M/s Davies Tierson Farm,2017-05-15
55/558/0047/,21649,M/s Davies Tierson Farm,2017-05-15
11/014/0045/,30565,P Kerley Contractor Ltd,2017-05-15
10/317/0046/,30781,T/A: DJ & GR Westaway,2017-05-15
10/465/0046/,7046,P & R HERNIMAN,2017-05-15
35/011/0016/,12312,Derwas Dale Farm,2017-05-15
35/011/0047/,12320,A S & M A Leeke,2017-05-15
35/014/0023/,12336,R F Evans & Son,2017-05-15
21/222/0019/,10264,"P, J A & M J ISLES",2017-05-16
21/222/0022/,10265,JM & BA STOPFORTH,2017-05-16
37/206/0093/,15306,W A & A E TURNOCK,2017-05-16
40/067/0095/,15673,WITHYBUSH FARM,2017-05-16
53/139/0019/,19399,O HUGHES,2017-05-16
53/163/0010/,19435,R & J DRAPER,2017-05-16
17/521/0109/,9368,BENNETTS FARMS,2017-05-16
03/215/0008/,235,MR I D BARKER & MRS V A BARKER,2017-05-16
18/050/0034/,30480,Charles Wray,2017-05-16
53/170/0076/,29156,Y CWT CAWS,2017-05-16
10/050/0083/,29942,Trude Farm,2017-05-17
55/530/0028/,21587,T G & G M Morgan,2017-05-17
55/404/0010/,20989,A & C K Batchelor,2017-05-17
55/413/0012/,21003,P T Kenniford,2017-05-17
55/404/0032/,28941,D W Alderman & Sons,2017-05-17
10/415/8000/,30384,Devon County Show,2017-05-17
10/415/8000/,30384,Devon County Show,2017-05-17
10/478/0020/,30362,A R Hooper and Partners Ltd,2017-05-17
17/238/0015/,30767,T/A: E P Davies and Son,2017-05-17
34/418/0037/,30775,T/A: R.J.W Goat Herd,2017-05-17
45/021/0177/,30899,T/A: Jamie?s Farm,2017-05-17
06/350/0026/,1377,F R & V A SIMS,2017-05-17
06/359/0026/,1400,C & S Hooley,2017-05-17
06/289/0004/,1155,R & R VERNON & SONS,2017-05-17
07/157/0116/,2258,E R & MRS I P WARD,2017-05-17
07/202/0036/,2538,"R J, B C & N W J Monies",2017-05-17
10/442/0036/,7001,J D & S E KITTOW,2017-05-17
10/455/0201/,7030,South West Graham,2017-05-17
10/332/0018/,6642,L W GOVIER & SONS,2017-05-17
10/145/0042/,5735,M/S F W DYMOND & SON,2017-05-17
08/384/0004/,4071,J M BARTON & SON,2017-05-17
08/386/0010/,4087,M/S B & A C BARNES,2017-05-17
52/122/0336/,19028,J Meddins & Co,2017-05-17
52/104/0011/,18913,T WIGLEY & SON,2017-05-17
52/163/0030/,19135,W R & D A Evans,2017-05-17
52/141/0124/,19056,Neuaddlwyd Farms,2017-05-17
40/138/0215/,15702,NALDRETT & PARTNERS,2017-05-17
21/409/0004/,10478,C & P HALL,2017-05-17
34/493/0036/,12058,P E KING BRISTOL LTD,2017-05-17
35/151/0005/,12714,Mrs M Jones & Son,2017-05-17
35/154/0008/,12739,P J & F P Bridge,2017-05-17
36/105/0012/,13522,A & J E FEWINGS,2017-05-18
36/090/0083/,13513,B R & K E SUMMERS,2017-05-18
37/140/0021/,15027,E G STOKES & PARTNERS,2017-05-18
37/144/0015/,15041,MESSRS R MAYER & SONS,2017-05-18
52/141/0124/,19056,Neuaddlwyd Farms,2017-05-18
55/076/0024/,20343,C Waters & Son,2017-05-18
55/079/0034/,20375,R H & E S Lloyd,2017-05-18
55/025/0012/,19912,D E & D E & D A Morris,2017-05-18
48/487/0003/,17806,M/S A HARLAND & SON,2017-05-18
48/060/0054/,17247,H PATTISON & PARTNERS,2017-05-18
48/443/0010/,17689,MR R CORNFORTH,2017-05-18
45/060/0006/,16518,T/A: JR & SE Cook,2017-05-18
08/381/0034/,4054,A & A M BURROW,2017-05-18
10/323/0011/,6590,V B & M A F Roberts,2017-05-18
17/201/0005/,30544,T/A: J & M Edwards & Son,2017-05-18
55/076/0017/,20342,P G & Mrs E Thomas & Son,2017-05-18
37/025/0105/,29646,A & M WHEAT,2017-05-18
38/067/0109/,29531,SUFFOLK FARMHOUSE CHEESES,2017-05-18
37/188/0118/,29484,M D A FENTON,2017-05-18
07/181/0032/,29186,R J Cookson,2017-05-19
55/514/0112/,21539,G W & F M Ratcliffe,2017-05-19
06/241/0001/,955,T/A: L. Ford & Son,2017-05-19
08/065/0094/,3070,P & E HARRISON LTD,2017-05-19
08/180/0030/,3683,M/S J J & H HENDERSON,2017-05-19
09/116/0047/,4745,K E & H MILLS & SON,2017-05-19
09/242/0023/,4970,SEWELL FARMERS,2017-05-19
37/032/0027/,14590,M/S E M & M R PEARCE,2017-05-19
37/196/0135/,15209,C & S  WATERFALL,2017-05-19
22/032/0020/,10768,T/A JH Hewson & Son,2017-05-19
32/119/0006/,11709,DAWSON BROS,2017-05-19
20/281/0018/,9537,T/A: Edgar and Son,2017-05-19
20/229/0031/,9527,A L BETTS LTD,2017-05-19
22/222/0059/,10955,P B & J KNIGHT,2017-05-22
35/083/0055/,12484,A L & F L Appleby,2017-05-22
10/104/0009/,5524,D Vincent & Kenvin Ltd,2017-05-22
14/167/0002/,8380,M L & M E WHITTING,2017-05-22
56/043/0106/,21809,W P & J P DAVIES,2017-05-22
56/043/0106/,21809,W P & J P DAVIES,2017-05-22
56/255/001/,22306,S R BEECH & SONS,2017-05-22
56/259/0061/,22330,D & MRS G L DEROSA,2017-05-22
56/076/0025/,21943,D MEDWYN LLOYD & CO,2017-05-22
32/165/0026/,28990,UNIVERSITY OF NOTTINGHAM FARM,2017-05-22
53/206/0034/,30253,"REG AS: Artro C, Arfon D, Hywel and Beryl Pugh",2017-05-23
56/078/0001/,21960,I L & H D JONES,2017-05-23
56/206/0092/,22072,Joseph D Evans,2017-05-23
56/023/0049/00,21717,M/S B J & G M WILLIAMS,2017-05-23
33/432/0167/,30647,T/A: Norton & Yarrow Cheese Ltd,2017-05-23
24/588/0023/,30450,T/A: J & L Cooper,2017-05-23
10/115/0018/,5600,D C BARTLETT,2017-05-23
10/071/0090/,5412,B H & A E Worth,2017-05-23
08/381/0034/,4054,A & A M BURROW,2017-05-23
35/132/0027/,12610,WILFRED MADDOCKS LTD,2017-05-23
36/236/0007/,13827,L Sealey & Sons Ltd,2017-05-23
33/310/0004/,11892,N H WALKER,2017-05-23
24/772/0004/,11194,C A OLIVER & SON,2017-05-23
37/204/0009/,15274,S A WAYNE,2017-05-23
37/037/0118/,14620,MESSRS A G BONSALL & SON,2017-05-23
36/425/0003/,14271,"B F, B J WHITE & SONS",2017-05-23
36/451/0038/,14333,Nowell & Norman,2017-05-24
37/195/0001/,15190,VICARSWOOD FARMING COMPANY,2017-05-24
21/412/0013/,10494,DRINKALL BROS,2017-05-24
21/429/0008/,10560,C NEWSHAM,2017-05-24
21/430/0050/,10572,C F MORTON & SON,2017-05-24
21/182/0030/,10165,M G & J PARKER,2017-05-24
36/275/0140/,13930,D R CLAPP,2017-05-24
35/170/0138/,12880,B D & M A Price,2017-05-24
35/156/0062/,12760,J W Jones & Sons,2017-05-24
08/395/0024/,4123,W H BRASS,2017-05-24
09/004/0029/,4410,E MOSLEY & SONS,2017-05-24
10/015/0147/,5213,D K & M J & N PARRIS,2017-05-24
09/124/0036/,4774,A SUTTON & SON,2017-05-24
09/066/0009/,4635,J & J W FURNESS,2017-05-24
09/175/0008/,4866,GM BROWN & SON,2017-05-24
11/159/0101/,5727,T & J E MARTIN,2017-05-24
10/157/0063/,5800,R G & S M LEY,2017-05-24
10/174/0101/,5898,HUTTON BROTHERS,2017-05-24
11/195/0004/,7647,A J HORSINGTON & SON,2017-05-24
11/219/0181/,7747,LOWER BAGBER FARMS LTD,2017-05-24
10/321/0022/,6584,W J & J SNELL & SON,2017-05-24
10/442/0036/,7001,J D & S E KITTOW,2017-05-24
10/465/0085/,7045,G A MORTIMER & SONS,2017-05-24
10/465/0096/,7046,P & R HERNIMAN,2017-05-24
08/309/0053/,3736,M/S J H & M E CHAPPLEHOW,2017-05-24
08/337/0017/,3871,MR AND MRS E J AND J A BURROW,2017-05-24
08/320/0003/,3784,MESSRS EWBANK LIMITED,2017-05-24
08/346/0037/,3909,M/S J & H BLAND & SON LTD,2017-05-24
08/118/0014/,3303,M/S MILLER,2017-05-24
08/169/0032/,3557,Messrs H Noble & Sons,2017-05-24
06/057/0019/,437,J RAVENSCROFT & PARTNERS,2017-05-24
07/122/0002/,2119,W S JOSE & SON,2017-05-24
22/225/0076/,30328,T/A: R & R Knowles,2017-05-24
07/030/0144/,30793,T/A: RS & SJ Risdon,2017-05-24
60/121/0033/,22657,"H W, F A & B H Parry",2017-05-24
60/133/0580/,30104,Julie M Miles,2017-05-24
07/092/0139/,29704,S T & A L Ward Ltd,2017-05-24
15/207/0003/,29558,Mr William A E Fox,2017-05-25
06/144/0003/,625,DENIS & MARGERY LOUISE MOSELEY & SON,2017-05-25
06/144/0003/,625,DENIS & MARGERY LOUISE MOSELEY & SON,2017-05-25
08/180/0030/,3603,MR B PARKER,2017-05-25
08/178/0019/,3596,M/S E A & A DODD,2017-05-25
08/358/0032/,3948,W H AND K M ROBINSON,2017-05-25
08/340/0011/,3893,MESSRS R PACKHAM & SONS,2017-05-25
08/066/0048/,3084,MESSRS STODDART,2017-05-25
15/117/0047/,8694,R B DUNFORD & SONS,2017-05-25
33/124/0002/,11830,MERRIMOLES FARMS,2017-05-25
37/121/0060/,14961,JOHNSON & SON,2017-05-25
37/067/0068/,14825,OLD SPRINGS FARM,2017-05-25
37/067/0006/,14815,D SWINSON,2017-05-25
21/672/0035/,10705,N LUND,2017-05-26
21/133/0030/,9916,A P TOWNSEND,2017-05-26
21/117/0014/,9861,J & M M WALMSLEY & SON,2017-05-26
21/118/0013/,9864,COLIN MIDDLETON,2017-05-26
35/069/0006/,12424,P Ll Francis & Son,2017-05-26
09/078/0012/,4657,T N PALFREYMAN & SON,2017-05-26
07/200/0013/,2529,T G GWENNAP & SON,2017-05-26
08/097/0044/,3242,MESSRS P & A JARMAN,2017-05-26
06/144/0003/,625,DENIS & MARGERY LOUISE MOSELEY & SON,2017-05-26
01/096/0004/,24,T/A: Ritchie Farm Partners,2017-05-26
06/212/0016/,838,J H NODEN & SON,2017-05-26
07/037/967 /,1740,G J CARTER,2017-05-26
37/067/0192/,29621,S H & C J WOODWARD,2017-05-26
07/181/0032/,29186,R J Cookson,2017-05-26
56/239/0098/,22210,I C EDWARDS,2017-05-26
33/150/0021/,29134,NORTH ASTON DAIRY,2017-05-30
21/033/0055/,29464,J S & K A WHITAKER,2017-05-30
43/066/0080/,30325,T/A: M J & S A Ledbury & Son,2017-05-30
21/216/0015/,10243,MASON G R & B & SON,2017-05-30
21/252/0026/,10353,M HILL,2017-05-30
33/088/0018/,11807,WYATT'S FARM SHOP,2017-05-30
43/073/0026/,16086,R S BETTERIDGE,2017-05-30
37/064/0149/,14775,M N BAILEY,2017-05-31
22/169/0023/,10872,P J IKIN,2017-05-31
21/373/0106/,10390,T/A: R J GORST,2017-05-31
21/237/0005/,10304,J & D BRADLEY,2017-05-31
21/155/0064/,10027,D HARGREAVES & SON LTD,2017-05-31
21/120/0011/,9869,J E & J G COWPERTHWAITE,2017-05-31
21/007/0152/,9646,J & M SINGLETON & SONS,2017-05-31
36/287/0055/,13965,J & N P Cavill,2017-05-31
07/056/0003/,1828,G S & K M TREVAIL,2017-05-31
07/116/0055/,2064,E B & M E SYMONS,2017-05-31
06/264/0062/,1060,MR P T HILLARD,2017-05-31
08/345/0003/,3899,M/S J J & M A PARK & SON,2017-05-31
10/465/0085/,7045,G A MORTIMER & SONS,2017-05-31
11/060/0007/,7220,F H & P J Bailey,2017-05-31
10/258/0105/,6343,L P & M P Coles,2017-05-31
10/219/0002/,6204,R & J COTTEY,2017-05-31
10/419/0030/,30540,T/A: Graham T H Northmore & Carol L Northmore,2017-05-31
14/149/0081/,30577,T/A: P M & U J Deighton,2017-05-31
15/278/0298/,30662,T/A: Emma?s Happy Cows,2017-05-31
10/178/0196/,30844,T/A: C G Courtier & Son,2017-05-31
60/133/0004/,22659,T/A: S J Brown,2017-05-31
55/255/0058/,20783,I D G & E E EVANS,2017-06-01
55/302/0038/,20956,D D & M D Lloyd-Jones,2017-06-01
55/255/0073/,20785,G C W Davies & Sons,2017-06-01
07/117/0116/,29526,OSP HICKS,2017-06-01
10/194/0163/,29616,Mr A R Foote,2017-06-01
10/050/0083/,29942,Trude Farm,2017-06-01
55/239/0144/,30713,T/A: TD & JE Downes,2017-06-01
22/094/0147/,30744,Evolution Farming Limited,2017-06-01
10/321/0022/,6584,W J & J SNELL & SON,2017-06-01
10/156/0006/,5794,RM & MW Squire,2017-06-01
10/145/0040/,5734,A R & M J ANDREW & SON,2017-06-01
06/204/0016/,808,MESSRS W HODGSON & SONS,2017-06-01
06/321/0061/,1271,C & S FITTON & SON,2017-06-01
36/247/0180/,13868,R A WILKINS & SONS,2017-06-01
35/279/0197/,13229,G E & D W Windsor,2017-06-01
35/270/0052/,13190,G C Weaver & Partnership,2017-06-01
35/279/0021/,13220,Moss Farm Partnership,2017-06-01
35/185/0006/,12944,S J Palmer,2017-06-01
35/269/0148/,13174,J W Fawcett & Son,2017-06-01
44/513/0113/,16251,B & N P KENNERLEY,2017-06-01
49/542/0009/,18594,J A LAWN,2017-06-01
06/311/0015/,1252,J N & L P BATE & CO,2017-06-02
07/037/0131/,1747,R E ANGUISH,2017-06-02
06/093/0005/,531,W H LITTLER & SON,2017-06-02
08/208/0054/,3709,M/S M A & N BATTY,2017-06-02
08/194/0043/,3688,J D HETHERINGTON & SONS,2017-06-02
07/200/0013/,2529,T G GWENNAP & SON,2017-06-02
08/034/0004/,2856,MESSRS HUGHES,2017-06-02
10/115/0018/,5600,D C BARTLETT,2017-06-02
10/392/0016/,6818,MRS B M BAKER & SON,2017-06-05
03/067/0057/,152,A C & M T BENTLEY,2017-06-05
43/066/0012/,16076,HAINE FARMERS,2017-06-05
35/269/0310/,13178,M/sH L & B P Walley & Son,2017-06-05
35/267/0135/,13136,N K & C L Jackson,2017-06-05
35/270/0069/,13193,Mr A J & Mrs R A Hough,2017-06-05
33/217/0048/,11860,R J ROSE & SON LTD,2017-06-05
33/022/0060/,11787,W J AND M E WEALSBY,2017-06-05
33/176/0019/,11845,W V MALINS & SON,2017-06-05
42/333/8001/,30388,South Of England Agricultural Society,2017-06-05
10/094/0063/,30835,T/A: MW & JMR & JM Dobin,2017-06-05
10/441/0038/00,30905,T/A: RS & SJ Risdon (Woodrow Barton Acc),2017-06-05
58/118/0043/,22438,T/A: RP Granville & K J Granville,2017-06-05
58/136/0018/,22446,W E Morgan & Son,2017-06-05
57/034/0042/,22377,V J Thomas & Son Ltd,2017-06-06
57/037/0001/,22381,P E & R E David,2017-06-06
55/446/0005/,21154,D & G James,2017-06-06
55/441/0024/,21125,Davies & Williams,2017-06-06
55/441/0007/,21123,W L RAYMOND & LAWRENCE,2017-06-06
07/129/0011/,30295,T/A: D B B Brown,2017-06-06
11/014/0045/,30565,P Kerley Contractor Ltd,2017-06-06
21/639/0017/,10615,H & C COWGILL & SONS,2017-06-06
21/112/0063/,9831,M/S P F AND A D DEWHURST,2017-06-06
21/184/0008/,10172,E & M STAVELEY,2017-06-06
21/184/0037/,10178,D & D HODGSON & SON,2017-06-06
21/188/0021/,10205,J M & A E WALLBANK & SONS,2017-06-06
21/188/0032/,10209,J & M WHITFIELD & SONS,2017-06-06
21/188/0037/,10210,F & E HARRISON & SONS,2017-06-06
45/221/0277/,16776,P D SMALES & SON,2017-06-06
07/135/0032/,2181,KEYBRIDGE FARMS,2017-06-06
07/137/0079/,2191,T I WELLINGTON,2017-06-06
16/013/0036/,8876,QUEENBOWER DAIRY,2017-06-06
16/014/0180/,8883,E J GRIFFIN & SON,2017-06-06
16/014/0436/,8888,T/A: A B Holliday,2017-06-06
10/115/0038/,5603,D R & L J LEE,2017-06-06
10/116/0051/,5614,R R J & G A M PULMAN & SON,2017-06-06
10/071/0090/,5412,B H & A E Worth,2017-06-06
10/156/0006/,5794,RM & MW Squire,2017-06-06
10/157/0063/,5800,R G & S M LEY,2017-06-06
10/217/0118/,6199,JANVIL DAIRY GOATS,2017-06-06
10/174/0101/,5898,HUTTON BROTHERS,2017-06-07
10/341/0061/,6687,J H & J L Gibson,2017-06-07
06/332/0036/,1292,R J WARD,2017-06-07
01/017/0151/,6,A C TIMBURY,2017-06-07
55/089/5001/,20465,H & S J Morgan,2017-06-07
35/151/0005/,12714,Mrs M Jones & Son,2017-06-07
35/170/0138/,12880,B D & M A Price,2017-06-07
07/092/0049/,30411,Royal Cornwall Agricultural Association,2017-06-07
55/060/0355/,30871,T/A: Arnold A Ramaker and Maria M Marsman,2017-06-07
