TradingName,Date
Messrs Pennington,2018-06-19
P G Snell & Sons,2018-06-19
H G ROBINSON & SONS LTD,2018-06-19
A MALE & SONS,2018-06-19
G D & K E KITTO,2018-06-19
A.M. CREEPER,2018-06-19
T/A: D & S A BODEN,2018-06-20
R & J W DARLINGTON & PARTNER,2018-06-20
A & A M BURROW,2018-06-20
K B & A C TERRY,2018-06-20
Reg as: THE WELBECK ESTATE CO LTD,2018-06-20
M/S E L NORRIS & SON,2018-06-20
JP FARMS,2018-06-20
G JAMES & SONS,2018-06-20
E J FORT,2018-06-20
T/A: A & C L Gray,2018-06-20
Steve Perry,2018-06-20
R A Bottomley,2018-06-21
J H BRADLEY & SONS,2018-06-21
R D & C J BENBOW,2018-06-21
MR Mark Stevens,2018-06-21
T J GRINDLEY & SON,2018-06-22
MR L KYLE,2018-06-22
W A DAVIES & SONS,2018-06-22
MESSRS F D WRIGHT & SON,2018-06-22
J M & J K CLIFFE & SON,2018-06-22
G J MOSS & SON,2018-06-22
P J & E J GOODMAN,2018-06-22
MR K J & MRS W H ROUTLY,2018-06-22
MR M G L & MRS A H WARMAN,2018-06-22
P C & V KENNY FARMING,2018-06-22
MESSRS G H HAWKSWOOD & SONS,2018-06-22
TITCOMB & KEEN,2018-06-22
G M & D A HUGHES & SON,2018-06-22
P W Mardell / Musson Hall Farm,2018-06-22
R L Jones & Son,2018-06-25
S G D Jones,2018-06-25
I C EDWARDS,2018-06-25
D L Farming Ltd,2018-06-25
R O Beynon,2018-06-25
M O & I G HUGHES,2018-06-25
O D OWENS,2018-06-25
R EVANS & SON,2018-06-25
PETER J HICKSON & PARTNERS,2018-06-25
R S BETTERIDGE,2018-06-26
A G & A STANCZAK,2018-06-26
F H BENNEY & SONS,2018-06-26
S WALLIS & SON,2018-06-26
W G & R G RILEY,2018-06-26
A & FM BOLLAND & SONS,2018-06-26
J R NEWSHAM & SON,2018-06-26
MR A F AND MRS M BRANTON,2018-06-26
P B D BOWDEN & SON,2018-06-26
C R & J M CARR,2018-06-26
T/A: Richard A. G. Stanczak,2018-06-26
T/A: L. J. Sharp,2018-06-27
HONEYSUCKLE FARM,2018-06-27
T/A H Lawson & Partners,2018-06-27
D K & M J & N PARRIS,2018-06-27
P B D BOWDEN & SON,2018-06-27
T/A: R J GORST,2018-06-27
L S HIGGIN & SON,2018-06-27
R P & S A  NUTE,2018-06-27
A W SANDERS,2018-06-27
M/S J & M E HUTCHINSON,2018-06-27
M/S J STALKER,2018-06-27
ITONFIELD LTD,2018-06-27
"J, CM & CS CHAPPELHOW",2018-06-27
F A & J M GRAVES,2018-06-27
Park Farm Limited,2018-06-27
S B LYTH AND SON,2018-06-27
M/S A HARLAND & SON,2018-06-27
R A Bottomley,2018-06-28
S T THORNTON & SONS,2018-06-28
D & S GETHIN,2018-06-28
A I BOWEN,2018-06-28
David C M Andrew & Son,2018-06-28
MR & MRS W WALES,2018-06-28
David Evans & Co.,2018-06-28
Beaconhill Farm,2018-06-28
M/S G A & G W STONE,2018-06-28
P & L Farming Limited,2018-06-28
T/A: Yareal Llanforda Limited,2018-06-28
T/A: Harper Adams University Farms,2018-06-28
Evolution Farming Limited,2018-06-29
DOLKEN DAIRY GOATS,2018-06-29
W & N SHERRATT & SON,2018-06-29
J H &  V J   TAYLOR,2018-06-29
MRS M G & W L FRENCH,2018-06-29
J.HUSBAND & SONS,2018-06-29
POLVENTON FARM LTD,2018-06-29
G J MOSS & SON,2018-06-29
J B ROWLINSON & SON,2018-06-29
M E G & E M Bennett & Sons,2018-06-29
MESSRS F & E M BUXTON & PARTNERS,2018-06-29
D SWINSON,2018-06-29
M/S J B & J CAMBIDGE,2018-06-29
C E & G W BRASSINGTON,2018-06-29
P & A CURTIS,2018-06-29
J & D MADDOCK,2018-06-29
GH Kynaston,2018-07-02
CEFNCOED FARMS,2018-07-02
Bowdler Farms Limited,2018-07-02
T W & C A LONG,2018-07-02
MESSRS J N AND D J BOWES,2018-07-02
J R & C E Jones Ltd,2018-07-02
Tor Country Ltd,2018-07-02
T & S Farms,2018-07-02
C K & J I BEVAN,2018-07-03
B T & S M Phillips,2018-07-03
Bwlchyfedwen Ltd,2018-07-03
T W OWENS,2018-07-03
MR E H MORRIS,2018-07-03
H & S J Morgan,2018-07-03
A W & J BRANDRETH & SON,2018-07-03
K A FRANKS & SONS,2018-07-04
W & M R FISHER & SONS,2018-07-04
MR & MRS W WALES,2018-07-04
I J & S A Bell & Son,2018-07-04
H B GREEN & SON,2018-07-04
MR E H MORRIS,2018-07-04
T W OWENS,2018-07-04
CAMERON & SONS,2018-07-04
MR Mark Stevens,2018-07-04
W WALKER & SONS,2018-07-04
W M & B T CRITCHLEY,2018-07-04
W & R MASHITER & SON,2018-07-04
A T BURROW & SON,2018-07-04
P J Caunter & Son,2018-07-04
H C Dayment & Son,2018-07-04
C W R & S A MARRIOTT,2018-07-04
J H & J E TAYLOR,2018-07-04
S JACKSON & SONS,2018-07-04
J A S M & A W TODD,2018-07-04
MESSRS J E & E HELER,2018-07-04
HG Witt and Son,2018-07-04
T/A: Nut Tree Farm,2018-07-04
Steve Perry,2018-07-04
T J HICKS,2018-07-04
T/A: Penylan Farm,2018-07-05
O P Williams & Partners,2018-07-05
J B ROWLINSON & SON,2018-07-05
J A & L S M TRIPCONEY,2018-07-05
M/S W B BOWDEN & SONS,2018-07-05
C THOMAS & SON,2018-07-05
M/S R J REW & SONS,2018-07-05
V J Price & Son,2018-07-05
V J Thomas & Son Ltd,2018-07-05
D V & M E Sweet & Son,2018-07-05
D SWINSON,2018-07-05
WOODWARD PARTNERS,2018-07-06
M H TRICK,2018-07-06
J H &  V J   TAYLOR,2018-07-06
A SUTTON & SON,2018-07-06
MESSERS J P  HOLLIDAY,2018-07-06
DOLKEN DAIRY GOATS,2018-07-06
MEGWYN JERSEYS,2018-07-06
T/A: G Beresford & Son,2018-07-06
T/A: SK Livestock Services,2018-07-06
Kent County Show,2018-07-06
A J Hattan,2018-07-06
THE CROOK FAMILY,2018-07-09
M/S M & M MAXWELL,2018-07-09
S B LLOYD AND SON,2018-07-09
D B & M E Williams,2018-07-09
R O Beynon,2018-07-09
B & E I CARR,2018-07-10
C Window,2018-07-10
T & S Farms,2018-07-10
Ahimsa Dairy Foundation,2018-07-10
T/A: C S Owen,2018-07-11
T/A: Welsh Mountain Kefir,2018-07-11
"T/A: JK, CM Davies & Sons",2018-07-11
BLACKBURN & HAYNES,2018-07-11
G J & F L ROBERTSON,2018-07-11
Childhay Farming Ltd,2018-07-11
C H SHERWIN,2018-07-11
C H SHERWIN,2018-07-11
Bwlchyfedwen Ltd,2018-07-11
HUDSON FARMING,2018-07-11
T/A:  J A Haigh & Sons,2018-07-12
R & J Jones & Son,2018-07-12
D S HARRISON,2018-07-12
M W HILL,2018-07-12
MRS M G & W L FRENCH,2018-07-12
C M PHILLIPS,2018-07-12
Philip Henry Bunney,2018-07-12
W S HARRIS & SON,2018-07-12
"R J, P J, C J SHIELD",2018-07-12
MR Mark Stevens,2018-07-12
T/A: Richard A. G. Stanczak,2018-07-12
T/A: R M & E Powell,2018-07-12
T/A: W E J Watson,2018-07-12
D C & W A Thomas,2018-07-12
Wayne T Jeffery,2018-07-12
T/A: High Ash Farm,2018-07-13
JETHAWK,2018-07-13
M M Quested,2018-07-13
R G BUCKLEY,2018-07-13
R & J W DARLINGTON & PARTNER,2018-07-13
M/S NEWSHOLME & BRADLEY,2018-07-13
G M O OWEN,2018-07-13
CHURCH FARM DAIRIES LTD,2018-07-13
Mrs P Mathias & Sons,2018-07-13
W A J & E M & B J Bevan,2018-07-13
T J & Mrs M Lloyd,2018-07-13
CHURCH FARM DAIRIES LTD,2018-07-17
I J AND M E BAILEY,2018-07-17
G T & C J HUGHES,2018-07-18
NORMAN PARTNERSHIP,2018-07-18
"R J, P J, C J SHIELD",2018-07-18
T/A: JH & PJ Turner,2018-07-18
E W GILL AND SONS LIMITED,2018-07-18
N DAKIN & SONS,2018-07-18
R C Dilks,2018-07-18
P & A CURTIS,2018-07-18
Joseph D Evans,2018-07-18
J R WILLIAMS,2018-07-18
G N MORRIS,2018-07-18
HUDSON FARMING,2018-07-18
E J FORT,2018-07-18
V J Thomas & Son Ltd,2018-07-19
M T  PARTINGTON,2018-07-19
MR R G & MRS M G LEADBETTER,2018-07-19
R & J Jones & Son,2018-07-19
A & J E FEWINGS,2018-07-19
A SUTTON & SON,2018-07-19
S T ALLEN & SON,2018-07-19
T/A: R A Lomas & Partners,2018-07-19
Jennifer M Daw & Barry A Daw,2018-07-19
R E BISHOP,2018-07-19
H. G. Robinson & Sons Limited,2018-07-19
T/A: The Calf at Foot Dairy,2018-07-19
T/A: Old Hall Farm,2018-07-19
Panta Farm,2018-07-19
T/A: M J & D Needham & Son,2018-07-19
M & S WILSON,2018-07-20
D H & T M RATCLIFFE,2018-07-20
A & P M SPENCER,2018-07-20
H & S J Morgan,2018-07-20
D L Farming Ltd,2018-07-23
NALDRETT & PARTNERS,2018-07-23
Royal Welsh Show,2018-07-23
T/A: Heath Farm Partnership,2018-07-24
TITCOMB & KEEN,2018-07-24
MESSRS G H HAWKSWOOD & SONS,2018-07-24
P F & W Hill,2018-07-24
T F & R J Whettall,2018-07-24
R H TRIVETT & SON,2018-07-24
S J POTTS,2018-07-25
C E HINE,2018-07-25
Lydney Park Farms,2018-07-25
P B D BOWDEN & SON,2018-07-25
T/A: C S Owen,2018-07-25
T/A: Pulford Farm Dairies,2018-07-26
S WALLIS & SON,2018-07-26
J B & G R ROSKILLY,2018-07-26
F H BENNEY & SONS,2018-07-26
T D PRINCE,2018-07-26
M T  PARTINGTON,2018-07-26
S G LEE & SONS,2018-07-26
COSTON HALL FARMS LTD,2018-07-26
T G GWENNAP & SON,2018-07-27
T/A: T M Woodcock and Partners,2018-07-27
G.J.P. ROBINSON & CO,2018-07-27
P W MELLOR & SON,2018-07-27
T/A: Edward Mellor,2018-07-27
H. G. Robinson & Sons Limited,2018-07-27
T/A: N/A,2018-07-27
S G D Jones,2018-07-27
M/S J PAISLEY & SONS,2018-07-30
CHAPEL FARM NEWQUAY LTD,2018-07-30
M/S H L BANBURY & SON,2018-07-30
BLACKBURN & HAYNES,2018-07-30
NALDRETT & PARTNERS,2018-07-30
A W & B TITTERTON & SONS,2018-07-30
"T/A: M J, M I & J P Kenny",2018-07-31
A D & P J MOSELEY,2018-07-31
T/A: Radwood Hall Farm Limited,2018-07-31
GILCOMBE FARM,2018-07-31
M & J C Gould Ltd,2018-07-31
Mrs M K Manford & Partners,2018-07-31
J W Jones & Sons,2018-07-31
PETER J HICKSON & PARTNERS,2018-07-31
Price & Co. Farming Ltd,2018-07-31
D E W England,2018-07-31
Dreamers Farm,2018-07-31
M A & E J Bennett Ltd,2018-08-01
T/A: Wheal Plenty Farm Partnership,2018-08-01
T SMITH & SONS LTD,2018-08-01
"D J, M J & P W House",2018-08-01
A W & J BRANDRETH & SON,2018-08-01
R S BETTERIDGE,2018-08-01
R & R A JONES,2018-08-01
MRS V STEVEN & SON,2018-08-01
T A BLACKMORE & SON,2018-08-01
M/S R J REW & SONS,2018-08-01
P JOHNS,2018-08-01
MR H G WRIGHT,2018-08-01
I E & T M SPEED LTD,2018-08-01
MESSRS RAMSAY LTD,2018-08-02
M/S G A & G W STONE,2018-08-02
MR R H & MRS F P HARVEY,2018-08-02
A J & J J Tucker,2018-08-02
M & M TATTERSALL,2018-08-02
H W OULTRAM & CO,2018-08-02
J & S Y KENYON & SONS,2018-08-02
T/A: Radwood Hall Farm Limited,2018-08-02
PADDOCKS FARM LIMITED,2018-08-02
R E & S J MORGAN,2018-08-02
T/A: Harper Adams University Farms,2018-08-02
T/A: Menerdue Farm,2018-08-02
O P Williams & Partners,2018-08-02
AC & ER Hammett Ltd,2018-08-02
T/A: Longwood Farm,2018-08-02
T/A: D J & K L Leadbetter,2018-08-03
LTL Partners Ltd,2018-08-03
A S & S MORGAN,2018-08-03
R A & A R WILLIAMS,2018-08-03
Olive Farm (Babcary) Ltd,2018-08-03
J J FURNESS LTD,2018-08-03
M/S W B BOWDEN & SONS,2018-08-06
M/S F & E A ROSKILLY & SONS,2018-08-06
A.M. CREEPER,2018-08-07
C F S FOX & SON,2018-08-07
"F K, M & S K KENDALL",2018-08-07
F G DITCHFIELD T/A T G ADAMS & SON,2018-08-07
"T/A: PA, IA and GA Robertson",2018-08-07
Springwood Farms Ltd,2018-08-08
MR S W & MRS N M JONES,2018-08-08
T/A: JR & SE Cook,2018-08-08
MACER BROS,2018-08-08
G H HARRISON & SONS,2018-08-08
D P WILLIAMS,2018-08-08
P C & G M WILLIAMS,2018-08-08
M/S H I & G ROGERS,2018-08-08
M D James & Sons,2018-08-08
"D, G W & A E PARRY",2018-08-08
N DAKIN & SONS,2018-08-08
G.J.P. ROBINSON & CO,2018-08-08
"J W, D E & J R C HOPLEY",2018-08-08
F A MARSHALL,2018-08-08
Mrs S.M. Darke and Mr Tom Darke,2018-08-08
J AND O WILKINSON AND SON,2018-08-09
CRANES OF STIXWOULD,2018-08-09
J A & H E Lutner,2018-08-09
M T  PARTINGTON,2018-08-09
A D & P J MOSELEY,2018-08-09
PADDOCKS FARM LIMITED,2018-08-09
J H & J SALT & SONS,2018-08-10
A W & B TITTERTON & SONS,2018-08-10
A S & S MORGAN,2018-08-10
E V & D G & J C JONES,2018-08-10
HOPES ASH FARMS,2018-08-10
M/S NEWSHOLME & BRADLEY,2018-08-10
J H BLACKBURN & SON,2018-08-10
H & M JONES WIGFAIR FARM,2018-08-10
T/A: Handley Farm LLP,2018-08-10
P S Best,2018-08-10
T/A: Pembrokeshire Agricultural Society Ltd,2018-08-13
T/A: J W & L J Hembrow,2018-08-13
A & A M BURROW,2018-08-13
AE & E Garnett Ltd,2018-08-13
MR A W & MRS J KING,2018-08-14
M H TRICK,2018-08-14
T/A: J & B RICHARDS,2018-08-14
Bowdler Farms Limited,2018-08-14
C P & G M Bromwell & Son,2018-08-14
Hugh Dibble,2018-08-14
TH & CL Johnson Limited,2018-08-14
T/A:M Hollely and C. Down,2018-08-14
T/A: S J & J Hodgson & Son,2018-08-15
Peter Brock,2018-08-15
C E HINE,2018-08-15
F A MARSHALL,2018-08-15
APPLEVALE LTD.,2018-08-15
M/S D S & H FELL,2018-08-15
W J THOMAS & SON,2018-08-15
MESSRS HAZELWOOD,2018-08-16
G R ROBINSON (FARMS) LTD,2018-08-16
R G DAVIES,2018-08-16
R W EDWARDS & E E EDWARDS & SONS,2018-08-16
C R BARNETT,2018-08-16
D E W England,2018-08-16
T/A: M W J & S J Gould,2018-08-16
T/A: Whetstone Pastures Dairy,2018-08-16
T/A: A G Staddon & Sons,2018-08-16
T/A: Welsh Mountain Kefir,2018-08-17
T/A: P D Cashmore,2018-08-17
LTL Partners Ltd,2018-08-17
F G DITCHFIELD T/A T G ADAMS & SON,2018-08-17
"L H, J E & S J LYONS",2018-08-18
R & K F DUMELOW,2018-08-18
CLAYTONS PARTNERSHIP,2018-08-20
"P B, B J, T G & R G Pemberton",2018-08-20
R W EDWARDS & E E EDWARDS & SONS,2018-08-20
T/A: MP & PM Perrett,2018-08-20
T/A: Thomas Stephenson,2018-08-20
T/A: Emma Aldous,2018-08-21
Oliver Huw Jones,2018-08-21
Lawrenny Farms,2018-08-21
TEDION FARMERS,2018-08-21
James Brothers Enterprises Limited,2018-08-21
S B LLOYD AND SON,2018-08-21
"T/A: M J, M I & J P Kenny",2018-08-21
R E BISHOP,2018-08-21
W WALKER & SONS,2018-08-21
M R & K M Pring,2018-08-22
E & I G Davies,2018-08-22
MRS E JAMES & SONS,2018-08-22
H G & E Jones,2018-08-22
Messrs R W & D E Lewis,2018-08-22
Ludchurch Farms Ltd,2018-08-22
A & P M SPENCER,2018-08-22
I & M DAVIES & SON,2018-08-22
G M O OWEN,2018-08-22
A W PARRY & SONS,2018-08-22
Peter Brock,2018-08-22
T/A: Defaid Dolwerdd,2018-08-22
T/A: Barrowland Farm Partnership,2018-08-22
"R G, A J & J A Habberfield",2018-08-23
V J Thomas & Son Ltd,2018-08-23
Mr & Mrs R E Lewis & Son,2018-08-23
MISS J M DAY,2018-08-23
A S & S MORGAN,2018-08-23
M F JONES,2018-08-23
J CORNISH & SONS,2018-08-23
MR A W & MRS J KING,2018-08-23
T/A: J & M & E A Taylor,2018-08-23
R F GOODWIN & SON,2018-08-24
TARVER PARKES FARMS,2018-08-24
I E & T M SPEED LTD,2018-08-24
MESSRS D J WITTER & CO.,2018-08-24
MR H G WRIGHT,2018-08-24
COSTON HALL FARMS LTD,2018-08-24
EVETTS FARMS,2018-08-24
T/A: SK Livestock Services,2018-08-24
R T Smith & Son,2018-08-28
CLAYTONS PARTNERSHIP,2018-08-28
DENNIS SMITH & PARTNERS,2018-08-28
TARVER PARKES FARMS,2018-08-29
D & S C SUTTON,2018-08-29
Mrs E Witter & Sons,2018-08-29
R J WYATT & PARTNERS,2018-08-29
PLOT FARM PARTNERS,2018-08-29
S ELLIS & SON,2018-08-29
H Route & Sons,2018-08-29
E V & D G & J C JONES,2018-08-29
T/A: Farwood Barton Partnership Ltd,2018-08-29
JOHN S PILE (FARMS) LTD,2018-08-29
T/A: J L E Pitts & Son,2018-08-29
T/A: Longwood Farm,2018-08-30
S G D Jones,2018-08-30
A J Jones & Son,2018-08-30
Free to Choose Ltd,2018-08-30
S T & T L SMITH,2018-08-30
A S & S MORGAN,2018-08-30
J H BLACKBURN & SON,2018-08-31
CLAYTONS PARTNERSHIP,2018-08-31
E & S M HALPIN,2018-08-31
R & A G GALBRAITH,2018-08-31
I J AND M E BAILEY,2018-08-31
T/A: Hendre Milk,2018-08-31
T/A: AP and CH Sharphouse,2018-08-31
T/A: M Kulik,2018-09-03
J W Jones & Sons,2018-09-03
J W & J Holland,2018-09-03
A H Prichard & Son,2018-09-03
J M & H C Roberts,2018-09-03
L N & J J Richards & Son,2018-09-03
M/s D W & C M Evans,2018-09-04
K R BRITTON & SON,2018-09-04
M F &  R JONES & SON,2018-09-04
G E Ellett & Son,2018-09-04
R & J COTTEY,2018-09-04
Lawrenny Farms,2018-09-04
Mr & Mrs T I & R J Grandfield,2018-09-05
LEICESTERSHIRE HANDMADE CHEESE CO,2018-09-05
Dyfi Dairy,2018-09-05
"T/A: Michael, Carol, Dorothy & George Cope",2018-09-05
V B & M A F Roberts,2018-09-05
W PERSEY & SONS,2018-09-05
DIANA M MORGAN AND THOMAS J DUNNING,2018-09-05
LOWER BAGBER FARMS LTD,2018-09-05
A K & A D Parker Ltd,2018-09-05
T & S & M OAKES,2018-09-05
B J & M TOMLINSON & SON,2018-09-05
P J & P MASON,2018-09-05
B & J HILSDON,2018-09-05
DP & SJ BERRY,2018-09-05
R & K F DUMELOW,2018-09-05
CLAYDEN HOLSTEINS,2018-09-05
F S STURROCK & SONS,2018-09-05
C J & V J TUCKER,2018-09-05
GRAHAM WARD FARMS LTD,2018-09-05
M T  PARTINGTON,2018-09-05
MR & MRS W L & H M DAVIES,2018-09-05
H J R & S V Howells,2018-09-05
J B J MORICE,2018-09-05
MESSRS R H & S P MORGAN,2018-09-05
R & R A JONES,2018-09-05
CAMPHILL VILLAGE TRUST,2018-09-05
O L ROBERTS,2018-09-05
"G.R,T/A:  S.E.M and W.L Thomas",2018-09-06
AISLA JONES,2018-09-06
E EVANS & SONS LTD,2018-09-06
D & E OWEN & SONS,2018-09-06
T/A: Norman Evans & Co,2018-09-06
H Route & Sons,2018-09-06
G J & M Vigar-Smith,2018-09-06
P MASSEY & SON,2018-09-06
J H M ATTWELL & SON,2018-09-06
C P BUTTON LTD,2018-09-06
J L & S KING,2018-09-06
C H & R J JORDAN & SON,2018-09-06
M/S B T & I MOORE,2018-09-06
Mrs S.M. Darke and Mr Tom Darke,2018-09-06
T/A: Luke Timewell,2018-09-06
T/A: P D Cashmore,2018-09-06
T/A: J L E Pitts & Son,2018-09-06
Oliver Huw Jones,2018-09-06
T/A: P H Creed & Son,2018-09-06
T/A: P J & T FLETCHER,2018-09-06
J C & M J Mayo & Son,2018-09-06
T/A:D.W. Hewlett,2018-09-06
T/A:M Hollely and C. Down,2018-09-06
T/A: S G and G H Jose,2018-09-07
T/A: CS & JB Jones,2018-09-07
Tor Country Ltd,2018-09-07
EVETTS FARMS,2018-09-07
T/A: Lea Manor Farm,2018-09-07
R A & MRS E M HAWORTH,2018-09-07
Moor View Farm Limited,2018-09-07
"M W, P R, P J & R J Lemmey",2018-09-07
D R & L J LEE,2018-09-07
A C TIMBURY,2018-09-07
R B & R D JONES,2018-09-07
H L & T & C LYNE,2018-09-07
J H & J SALT & SONS,2018-09-07
JOHN C HAYWARD,2018-09-07
t/a P & C Attfield,2018-09-09
R & A G GALBRAITH,2018-09-10
T/A Applebys,2018-09-10
C P & G M Bromwell & Son,2018-09-10
Neneview Dairies,2018-09-10
T/A: C L Bowles-Jones,2018-09-10
T/A: Bonsalls Mercaston,2018-09-10
T/A: M Kulik,2018-09-10
T/A: R M & E Powell,2018-09-11
T/A: D G & J R Browne,2018-09-11
V W FLEMING & SON,2018-09-11
T/A: W. O. J. Reed & Company Limited,2018-09-11
D B & R M Edwards,2018-09-11
James Brothers Enterprises Ltd,2018-09-11
T & D M & R T & M E T Beynon,2018-09-11
J M & H C Roberts,2018-09-11
MR E J & M J BAILY,2018-09-11
MESSRS A P & R E A RETTER,2018-09-11
MESSRS D G & J Y HOOPER,2018-09-12
T H & C L JOHNSON,2018-09-12
C W R & S A MARRIOTT,2018-09-12
J J FURNESS LTD,2018-09-12
T A WILLS,2018-09-12
M/S W B BOWDEN & SONS,2018-09-12
MR & MRS W L & H M DAVIES,2018-09-12
H J R & S V Howells,2018-09-12
H Route & Sons,2018-09-12
A C PUGH,2018-09-12
D & E OWEN & SONS,2018-09-12
MR R CORNFORTH,2018-09-12
M/s M & M & A Gaudie,2018-09-12
M/S J & D ROBERTSHAW & SON,2018-09-12
T/A: Longwood Farm,2018-09-12
T/A: DG & DH Jones,2018-09-12
T/A: S G and G H Jose,2018-09-13
T/A: Chagfarm CIC,2018-09-13
A & T James,2018-09-13
V Evans and Partners,2018-09-13
T/A: RST & SA Morgan,2018-09-13
J A & S R Payne,2018-09-13
PENNARD FARMS LTD,2018-09-13
Maxwell Pillar,2018-09-13
M S GREEN,2018-09-13
R W & J E JAMES,2018-09-13
"R, P & S MAIN",2018-09-13
J H M ATTWELL & SON,2018-09-13
PADDOCKS FARM LIMITED,2018-09-13
T/A: Radwood Hall Farm Limited,2018-09-13
V J Thomas & Son Ltd,2018-09-13
Mr & Mrs R E Lewis & Son,2018-09-13
P W MELLOR & SON,2018-09-13
A W POMEROY & SON,2018-09-13
MESSRS T J DANIEL,2018-09-13
M/S B T & I MOORE,2018-09-13
J FISHER & SON,2018-09-13
STANDON HOLSTEINS LTD,2018-09-14
E MOSLEY & SONS,2018-09-14
Mrs E Witter & Sons,2018-09-14
"J W, D E & J R C HOPLEY",2018-09-14
MESSRS D J WITTER & CO.,2018-09-14
C P & R Y GOODFELLOW,2018-09-14
"J D, A M & P J HALL",2018-09-14
T/A: R W Vernon and Partners,2018-09-14
EMYR LLOYD JONES,2018-09-15
S J Palmer,2018-09-16
ANTON T SMITH,2018-09-17
D A & E M CLEASBY,2018-09-17
T/A: DR & VA Lawrence,2018-09-17
"T/A: TS, CHT & NS Davis",2018-09-18
Mr R C Screech,2018-09-18
Cothi Valley Goats,2018-09-18
M J HICKS,2018-09-18
MRS M G & W L FRENCH,2018-09-18
APPLETON FARMS LTD,2018-09-18
A L BETTS LTD,2018-09-18
D A & L A CULLIMORE,2018-09-18
R W COLLISHAW,2018-09-18
P F & W Hill,2018-09-18
COPE ADDERLEY,2018-09-18
Lady House Farm Ltd,2018-09-18
Mrs M K Manford & Partners,2018-09-18
L E MILLER & SON,2018-09-18
M/S M J & J R DYER & SON,2018-09-18
D & J GOULD,2018-09-18
A F & R D TUCKER & SONS,2018-09-18
"D, G W & A E PARRY",2018-09-18
I M & MRS J JONES,2018-09-18
D R B Davies & Co.,2018-09-18
P CRABTREE & SONS,2018-09-18
J S WALTON & CO,2018-09-18
R E SNOWDON & SON,2018-09-18
D & S G JENKINS,2018-09-18
B J Lloyd & Co,2018-09-18
H J R & S V Howells,2018-09-19
E & MRS M E & D LLOYD,2018-09-19
Jenkins Ty Hen Limited,2018-09-19
MRS V STEVEN & SON,2018-09-19
V F PARKER & CO,2018-09-19
P C & G M WILLIAMS,2018-09-19
W P & N L DAVIES,2018-09-19
JOHN BAILEY & SONS,2018-09-19
D W & M BAILEY,2018-09-19
NALDRETT & PARTNERS,2018-09-19
G J & M Vigar-Smith,2018-09-19
G & E DIBBLE,2018-09-19
M & J HUSSEY,2018-09-19
Henry Yates,2018-09-19
R F GOODWIN & SON,2018-09-19
"W.D, R.D & B WALMSLEY",2018-09-19
DRINKALL BROS,2018-09-19
T & J M FAWCETT,2018-09-19
JANVIL DAIRY GOATS,2018-09-19
G D & M RODGERS & SONS,2018-09-19
P W & J M NORRIS & SON,2018-09-19
J C & M J Mayo & Son,2018-09-19
T/A: P L & K J Boam,2018-09-19
Chuckling Goat Ranch,2018-09-19
Mr William A E Fox,2018-09-19
T/A: M W J & S J Gould,2018-09-19
T/A: A G Staddon & Sons,2018-09-19
T/A: D W & J Smith,2018-09-19
T/A: Mileburne Charollais Ltd,2018-09-20
E S Burroughs and Sons,2018-09-20
MR M R LEE,2018-09-20
E C & A A & S A E Waters,2018-09-20
M F & J M BASS,2018-09-20
T C & D A MARTIN LTD,2018-09-20
C F S FOX & SON,2018-09-20
E R & MRS I P WARD,2018-09-20
C H & R J JORDAN & SON,2018-09-20
R W & J E JAMES,2018-09-20
R L Clapp & Sons (Cheesemakers) Ltd,2018-09-20
C G RAYMONT & PARTNERS,2018-09-21
C E & B D BAILEY,2018-09-21
W P & N L DAVIES,2018-09-21
T G ROBERTS A'I GWMNI,2018-09-21
E H ARDEN & SON,2018-09-21
M/S C T J TYTHCOTT & SON,2018-09-21
R W & R J Symons,2018-09-21
F A & L M Elworthy & Sons,2018-09-21
LANGBRIDGE FARM PARTNERSHIP,2018-09-21
D W BEVAN & SON,2018-09-21
E P & P A JENKIN,2018-09-21
D & C GIBSON,2018-09-21
EVETTS FARMS,2018-09-21
Cothi Valley Goats,2018-09-21
T/A: CS & JB Jones,2018-09-21
T/A: M J & D Needham & Son,2018-09-21
W J THOMAS & SON,2018-09-24
M/S F & E A ROSKILLY & SONS,2018-09-24
MESSRS A P & R E A RETTER,2018-09-24
MR E D HARTLE,2018-09-24
M/S D C SMITH & SONS,2018-09-24
D R B Davies & Co.,2018-09-24
D W JONES,2018-09-25
MISS J M DAY,2018-09-25
I J & S A Bell & Son,2018-09-25
JOHN C HAYWARD,2018-09-25
PALLINGHURST FARM PARTNERS,2018-09-25
T/A: MA & SL Reed,2018-09-25
MR C J LEE,2018-09-25
Clinton Devon Farm Partnership,2018-09-25
Hollings Hill Farm Limited,2018-09-25
"DA, NA, JM PARKHOUSE & AR OATEY",2018-09-25
T/A: J E and J Oakes,2018-09-25
Mr William A E Fox,2018-09-25
T/A; G P Broadsmith & Son,2018-09-25
T/A: DR & VA Lawrence,2018-09-26
R J Cookson,2018-09-26
MESSRS N W RUSSELL,2018-09-26
T/A: Thomas Stephenson,2018-09-26
MARGARET & STEPHEN GREEN,2018-09-26
R & A G GALBRAITH,2018-09-26
M/S S W & A HOGGARTH,2018-09-26
T/A: Carpenters Hill Farm,2018-09-26
P J IKIN,2018-09-26
A L BETTS LTD,2018-09-26
F R CHAVE & SON,2018-09-26
M/S G F & D V BUSSELL,2018-09-26
D C BARTLETT,2018-09-26
R S BETTERIDGE,2018-09-26
A W & J BRANDRETH & SON,2018-09-26
